Id,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,color
10613, Fiesta,2018,17479,Manual,15121,Petrol,145,40.3,1.5,white
10614, Fiesta,2018,9750,Manual,9768,Petrol,145,64.2,1.1,black
10615, Mustang,2020,33979,Manual,613,Petrol,145,31.4,2.3,blue
10616, Fiesta,2018,10679,Manual,21085,Petrol,145,65.7,1.0,orange
10617, Fiesta,2018,9679,Manual,10125,Petrol,145,65.7,1.0,red
10618, Fiesta,2019,15479,Semi-Auto,3280,Petrol,145,48.7,1.0,gray
10619, Fiesta,2018,13970,Manual,9141,Petrol,145,62.8,1.0,green
10620, Focus,2018,18277,Manual,18646,Diesel,145,67.3,2.0,blue
10621, Fiesta,2018,10490,Manual,14133,Petrol,145,65.7,1.0,white
10622, Kuga,2019,19470,Manual,13522,Diesel,145,47.9,2.0,gray
10623, Focus,2019,15520,Manual,6754,Petrol,145,60.1,1.0,gray
10624, Focus,2019,15540,Manual,11881,Petrol,145,60.1,1.0,blue
10625, Fiesta,2018,11500,Manual,17250,Petrol,150,65.7,1.0,gray
10626, Fiesta,2018,13000,Manual,11887,Petrol,145,58.9,1.0,red
10627, Fiesta,2019,18000,Manual,4895,Petrol,145,40.3,1.5,orange
10628, Fiesta,2017,9800,Manual,6555,Petrol,145,64.2,1.1,gray
10629, S-MAX,2017,17800,Manual,27547,Diesel,145,56.5,2.0,red
10630, Fiesta,2018,12000,Manual,10097,Petrol,145,65.7,1.0,green
10631, Galaxy,2017,18000,Manual,43155,Diesel,125,56.5,2.0,orange
10632, Fiesta,2017,10000,Manual,16956,Petrol,150,65.7,1.0,orange
10633, EcoSport,2018,13000,Manual,29357,Petrol,150,54.3,1.0,blue
10634, Focus,2017,10800,Manual,40988,Diesel,145,74.3,1.5,blue
10635, EcoSport,2018,16500,Semi-Auto,3214,Petrol,150,45.6,1.0,yellow
10636, Fiesta,2018,10980,Manual,11083,Petrol,145,65.7,1.0,green
10637, Galaxy,2016,17495,Manual,37000,Diesel,125,56.5,2.0,white
10638, Fiesta,2019,16500,Manual,4578,Petrol,145,58.9,1.0,black
10639, Ka+,2018,9500,Manual,4795,Petrol,145,47.9,1.2,silver
10640, B-MAX,2018,9000,Manual,31894,Petrol,145,55.4,1.0,yellow
10641, S-MAX,2017,18800,Semi-Auto,22254,Diesel,150,52.3,2.0,yellow
10642, Fiesta,2019,14995,Automatic,8342,Petrol,145,48.7,1.0,black
10643, EcoSport,2019,16495,Manual,3031,Petrol,145,53.3,1.0,blue
10644, Fiesta,2018,11495,Manual,19709,Petrol,145,65.7,1.0,black
10645, Grand C-MAX,2016,11995,Manual,19000,Petrol,30,54.3,1.0,yellow
10646, Fiesta,2017,12979,Manual,12518,Petrol,145,47.9,1.6,black
10647, Focus,2016,16479,Manual,24547,Petrol,200,41.5,2.0,gray
10648, Galaxy,2019,24479,Semi-Auto,9770,Diesel,145,54.3,2.0,blue
10649, Galaxy,2017,18979,Manual,36947,Diesel,125,56.5,2.0,green
10650, Fiesta,2013,7495,Manual,8603,Petrol,30,54.3,1.2,black
10651, Fiesta,2018,10495,Manual,10964,Petrol,145,65.7,1.0,red
10652, Focus,2017,10595,Manual,27500,Petrol,150,61.4,1.0,silver
10653, Focus,2017,11995,Manual,11500,Petrol,20,61.4,1.0,black
10654, B-MAX,2017,11495,Manual,937,Petrol,145,47.1,1.4,black
10655, Kuga,2017,14795,Manual,6688,Petrol,145,45.6,1.5,red
10656, Focus,2016,10795,Manual,15047,Petrol,20,60.1,1.0,orange
10657, EcoSport,2016,11595,Automatic,18147,Petrol,160,44.8,1.5,black
10658, Focus,2019,14995,Manual,843,Petrol,145,60.1,1.0,yellow
10659, Kuga,2019,19995,Manual,2100,Petrol,145,39.2,1.5,green
10660, Kuga,2019,19000,Manual,19874,Diesel,145,60.1,2.0,red
10661, Mondeo,2019,27000,Automatic,18457,Diesel,145,48.7,2.0,silver
10662, Kuga,2017,12000,Manual,45267,Diesel,145,54.3,2.0,black
10663, Fiesta,2018,9500,Manual,14562,Petrol,145,55.4,1.1,green
10664, Fiesta,2018,12000,Manual,13378,Petrol,145,54.3,1.0,white
10665, EcoSport,2019,17500,Automatic,1001,Petrol,145,45.6,1.0,orange
10666, Fiesta,2017,9300,Manual,9918,Petrol,0,65.7,1.0,white
10667, Fiesta,2018,12000,Manual,9553,Petrol,145,65.7,1.0,blue
10668, Fiesta,2018,10500,Manual,13427,Petrol,145,65.7,1.0,yellow
10669, Focus,2017,11900,Semi-Auto,18396,Petrol,125,51.4,1.0,yellow
10670, Fiesta,2018,12000,Manual,7526,Petrol,145,65.7,1.0,white
10671, Mustang,2019,40000,Manual,813,Petrol,145,22.8,5.0,black
10672, Puma,2020,25000,Manual,2396,Petrol,145,49.6,1.0,silver
10673, Fiesta,2018,13100,Manual,3874,Petrol,145,65.7,1.0,white
10674, Fiesta,2016,8000,Manual,23944,Petrol,125,54.3,1.2,black
10675, Kuga,2018,16595,Automatic,11421,Petrol,145,38.2,1.5,green
10676, Fiesta,2019,14000,Manual,11213,Petrol,145,58.9,1.0,blue
10677, Fiesta,2018,10500,Manual,10995,Petrol,145,65.7,1.0,green
10678, Ka+,2018,7600,Manual,22199,Petrol,145,57.7,1.2,green
10679, Edge,2019,30000,Automatic,21457,Diesel,145,37.2,2.0,white
10680, Focus,2017,17979,Manual,22239,Petrol,145,41.5,2.0,green
10681, Kuga,2017,14679,Manual,29210,Petrol,160,45.6,1.5,red
10682, Grand C-MAX,2017,11179,Manual,37306,Petrol,30,54.3,1.0,white
10683, Kuga,2013,9479,Manual,35537,Diesel,145,53.3,2.0,green
10684, Galaxy,2016,19279,Manual,24696,Petrol,160,43.5,1.5,red
10685, Focus,2017,10479,Manual,33446,Diesel,145,74.3,1.5,black
10686, Kuga,2018,13990,Manual,44000,Diesel,145,54.3,2.0,white
10687, Focus,2018,13000,Manual,16853,Diesel,145,74.3,1.5,silver
10688, Fiesta,2017,8990,Manual,14461,Petrol,125,54.3,1.2,silver
10689, Kuga,2017,12990,Manual,47235,Diesel,150,60.1,2.0,green
10690, Kuga,2016,14795,Manual,6003,Diesel,125,60.1,2.0,green
10691, EcoSport,2019,17495,Manual,499,Petrol,145,51.4,1.0,yellow
10692, EcoSport,2017,10495,Manual,16457,Petrol,125,52.3,1.0,blue
10693, EcoSport,2017,9495,Manual,48899,Petrol,125,52.3,1.0,orange
10694, Fiesta,2018,10495,Manual,7642,Petrol,145,65.7,1.0,blue
10695, Focus,2017,14495,Manual,9814,Petrol,145,51.4,1.5,gray
10696, C-MAX,2017,10495,Manual,11264,Petrol,145,55.4,1.0,red
10697, Mondeo,2017,14750,Manual,12078,Diesel,30,64.2,2.0,orange
10698, Focus,2017,10795,Manual,20418,Petrol,145,60.1,1.0,orange
10699, Focus,2019,15990,Manual,8000,Petrol,150,60.1,1.0,orange
10700, EcoSport,2018,13250,Manual,16581,Petrol,150,54.3,1.0,orange
10701, EcoSport,2018,14750,Manual,5823,Petrol,150,53.3,1.0,green
10702, Puma,2019,22000,Manual,309,Petrol,145,50.4,1.0,gray
10703, Fiesta,2019,21750,Manual,3417,Petrol,145,40.3,1.5,yellow
10704, Kuga,2019,24990,Manual,3533,Petrol,145,35.3,1.5,green
10705, Fiesta,2013,5999,Manual,72551,Petrol,0,65.7,1.0,black
10706, Kuga,2018,16999,Automatic,37933,Diesel,145,54.3,2.0,silver
10707, Galaxy,2017,18999,Manual,37881,Diesel,125,56.5,2.0,silver
10708, Fiesta,2017,10499,Manual,12295,Petrol,0,65.7,1.0,blue
10709, Fiesta,2016,9699,Manual,15323,Petrol,0,65.7,1.0,blue
10710, B-MAX,2016,8490,Semi-Auto,29600,Petrol,160,44.1,1.6,red
10711, Fiesta,2015,10990,Manual,30000,Petrol,145,47.9,1.6,black
10712, C-MAX,2017,11990,Manual,11100,Petrol,30,55.4,1.0,green
10713, Galaxy,2019,24999,Manual,16448,Diesel,145,55.4,2.0,red
10714, Fiesta,2018,13995,Manual,7000,Petrol,145,58.9,1.0,orange
10715, Focus,2019,15995,Manual,12200,Petrol,145,60.1,1.0,green
10716, Focus,2018,15690,Manual,10500,Petrol,145,60.1,1.0,yellow
10717, Focus,2019,17990,Automatic,9800,Petrol,145,41.5,1.0,gray
10718, Fiesta,2016,8495,Manual,29490,Petrol,0,65.7,1.0,gray
10719, Fiesta,2016,9500,Manual,18735,Petrol,20,62.8,1.0,black
10720, Fiesta,2017,9950,Manual,21996,Petrol,150,65.7,1.0,yellow
10721, Focus,2017,16950,Manual,26140,Petrol,145,41.5,2.0,red
10722, Focus,2017,12000,Manual,16790,Diesel,145,74.3,1.5,blue
10723, Kuga,2018,18995,Automatic,16000,Petrol,145,38.2,1.5,gray
10724, EcoSport,2016,8495,Manual,40000,Diesel,30,64.2,1.5,green
10725, Focus,2018,12500,Manual,22494,Petrol,150,60.1,1.0,blue
10726, Fiesta,2018,9990,Manual,15018,Petrol,150,64.2,1.1,yellow
10727, Focus,2019,15990,Manual,8933,Petrol,150,60.1,1.0,black
10728, Kuga,2018,20000,Manual,12787,Diesel,150,47.9,2.0,silver
10729, B-MAX,2017,10990,Semi-Auto,7939,Petrol,150,44.1,1.6,green
10730, Fiesta,2018,11000,Manual,7724,Petrol,145,65.7,1.0,orange
10731, Focus,2017,10990,Manual,21647,Petrol,145,60.1,1.0,white
10732, Focus,2019,19320,Automatic,15052,Diesel,150,64.2,2.0,blue
10733, Fiesta,2017,8200,Manual,10396,Petrol,145,54.3,1.2,blue
10734, Fiesta,2018,11990,Manual,6074,Petrol,145,65.7,1.0,yellow
10735, Fiesta,2018,14495,Automatic,3000,Petrol,145,54.3,1.0,black
10736, Tourneo Custom,2019,29890,Manual,6500,Diesel,145,31.7,2.0,silver
10737, Mustang,2019,40495,Automatic,2000,Petrol,145,22.1,5.0,gray
10738, Focus,2019,26490,Manual,4000,Petrol,145,34.5,2.3,orange
10739, Kuga,2018,16495,Manual,8000,Petrol,145,45.6,1.5,orange
10740, Focus,2018,19490,Manual,3000,Petrol,145,51.4,1.5,orange
10741, Focus,2018,18995,Automatic,7000,Diesel,145,74.3,1.5,red
10742, Focus,2018,16195,Automatic,440,Petrol,145,50.4,1.0,blue
10743, Focus,2019,15995,Manual,12200,Petrol,145,58.9,1.0,gray
10744, Focus,2018,14699,Manual,15937,Diesel,145,80.7,1.5,red
10745, Focus,2016,14499,Manual,40953,Diesel,20,67.3,2.0,gray
10746, Fiesta,2018,9999,Manual,30472,Diesel,145,85.6,1.5,silver
10747, Focus,2017,11699,Manual,11526,Petrol,20,60.1,1.0,silver
10748, Mondeo,2019,19999,Manual,10281,Diesel,145,51.4,2.0,gray
10749, Fiesta,2015,5699,Manual,50577,Petrol,125,54.3,1.2,gray
10750, Fiesta,2015,7499,Manual,30136,Petrol,30,54.3,1.2,orange
10751, Fiesta,2017,9999,Manual,23819,Petrol,0,65.7,1.0,silver
10752, Focus,2018,12199,Manual,5304,Petrol,145,60.1,1.0,blue
10753, B-MAX,2013,6999,Manual,24850,Petrol,30,55.4,1.0,green
10754, Galaxy,2016,17750,Manual,34980,Diesel,125,56.5,2.0,green
10755, Fiesta,2016,9775,Manual,34296,Petrol,0,65.7,1.0,silver
10756, Edge,2018,30699,Automatic,2889,Diesel,145,37.2,2.0,yellow
10757, Focus,2017,10999,Semi-Auto,31033,Petrol,145,51.4,1.0,silver
10758, Fiesta,2016,7999,Manual,21875,Petrol,125,54.3,1.2,red
10759, Kuga,2018,17499,Manual,5669,Diesel,145,54.3,1.5,blue
10760, Focus,2019,15750,Manual,14195,Petrol,145,58.9,1.0,green
10761, Kuga,2019,18620,Manual,11963,Petrol,145,35.3,1.5,orange
10762, Kuga,2019,19420,Manual,4842,Petrol,145,35.3,1.5,black
10763, Kuga,2018,17775,Semi-Auto,14840,Diesel,145,58.9,1.5,orange
10764, Focus,2017,12620,Semi-Auto,23829,Petrol,125,51.4,1.0,blue
10765, Fiesta,2017,7750,Manual,48616,Diesel,0,78.5,1.5,white
10766, Fiesta,2017,9995,Manual,2146,Petrol,125,54.3,1.2,black
10767, Kuga,2019,20299,Manual,4629,Petrol,145,35.3,1.5,silver
10768, Kuga,2019,19999,Semi-Auto,13006,Diesel,145,37.7,2.0,gray
10769, Fiesta,2017,9799,Manual,14794,Petrol,0,65.7,1.0,red
10770, Fiesta,2017,9999,Manual,14303,Petrol,145,64.2,1.1,black
10771, Kuga,2018,15499,Manual,15094,Diesel,145,54.3,1.5,orange
10772, Kuga,2017,14999,Manual,28000,Diesel,145,64.2,1.5,green
10773, Fiesta,2018,10699,Manual,12219,Petrol,145,65.7,1.0,black
10774, Focus,2019,28495,Manual,4000,Petrol,145,34.5,2.3,silver
10775, Fiesta,2018,14995,Manual,9000,Petrol,145,58.9,1.0,gray
10776, Tourneo Custom,2019,29495,Manual,7000,Diesel,145,31.7,2.0,gray
10777, EcoSport,2018,13995,Automatic,6000,Petrol,145,48.7,1.0,green
10778, Kuga,2017,20490,Automatic,9000,Diesel,145,54.3,2.0,black
10779, Fiesta,2018,11995,Manual,10000,Petrol,145,58.9,1.0,yellow
10780, C-MAX,2017,14990,Manual,8000,Diesel,145,68.9,1.5,orange
10781, Kuga,2017,20490,Automatic,17000,Diesel,145,54.3,2.0,white
10782, Fiesta,2019,16495,Manual,2000,Petrol,145,58.9,1.0,green
10783, C-MAX,2018,13995,Manual,11000,Diesel,145,68.9,1.5,yellow
10784, EcoSport,2018,14995,Manual,2000,Petrol,145,54.3,1.0,orange
10785, Focus,2019,14995,Manual,1200,Petrol,145,58.9,1.0,gray
10786, Focus,2019,15995,Automatic,14000,Petrol,145,51.4,1.0,white
10787, Focus,2019,14995,Manual,15000,Petrol,145,58.9,1.0,blue
10788, Focus,2018,15995,Manual,6000,Diesel,145,80.7,1.5,silver
10789, Focus,2019,15495,Manual,8500,Petrol,145,58.9,1.0,orange
10790, Focus,2019,14995,Automatic,11000,Petrol,145,50.4,1.0,yellow
10791, Focus,2019,18490,Automatic,1890,Petrol,145,40.9,1.5,blue
10792, Kuga,2018,17495,Manual,12000,Diesel,145,54.3,1.5,green
10793, Fiesta,2017,9499,Manual,14607,Petrol,145,65.7,1.0,red
10794, Kuga,2017,15999,Manual,19660,Diesel,145,60.1,2.0,blue
10795, S-MAX,2015,18499,Automatic,24622,Petrol,260,35.8,2.0,silver
10796, Focus,2018,15999,Manual,3796,Diesel,145,80.7,1.5,white
10797, Focus,2016,8999,Manual,46101,Diesel,0,74.3,1.5,black
10798, Fiesta,2017,10499,Manual,17221,Petrol,20,62.8,1.0,black
10799, Mondeo,2015,9999,Manual,44419,Diesel,0,78.5,1.5,red
10800, Kuga,2018,16999,Manual,10435,Diesel,145,54.3,1.5,gray
10801, Galaxy,2017,18749,Manual,35930,Diesel,125,56.5,2.0,yellow
10802, Kuga,2018,15999,Manual,21688,Diesel,145,54.3,1.5,white
10803, Fiesta,2017,8494,Manual,39078,Petrol,145,65.7,1.0,black
10804, Fiesta,2015,7980,Manual,18534,Petrol,125,54.3,1.2,red
10805, Focus,2019,18499,Manual,8000,Petrol,145,60.1,1.0,white
10806, Focus,2015,8499,Manual,50502,Diesel,0,74.3,1.5,orange
10807, Focus,2016,14699,Manual,42524,Petrol,200,41.5,2.0,silver
10808, EcoSport,2015,8499,Manual,35000,Petrol,125,52.3,1.0,silver
10809, Focus,2017,11999,Manual,9844,Petrol,145,60.1,1.0,yellow
10810, Ka+,2017,7999,Manual,14467,Petrol,30,57.7,1.2,green
10811, Kuga,2019,18499,Manual,10234,Diesel,145,38.2,2.0,green
10812, Focus,2015,9499,Manual,25000,Petrol,20,60.1,1.0,blue
10813, Fiesta,2018,10999,Manual,35880,Petrol,145,62.8,1.0,white
10814, Kuga,2018,19999,Automatic,13859,Petrol,145,38.2,1.5,green
10815, EcoSport,2018,15999,Semi-Auto,8660,Petrol,145,45.6,1.0,white
10816, EcoSport,2017,7999,Manual,49391,Petrol,145,53.3,1.0,blue
10817, Fiesta,2018,11899,Manual,16412,Petrol,145,65.7,1.0,green
10818, Kuga,2019,19499,Manual,15956,Diesel,145,47.9,2.0,gray
10819, Focus,2019,16199,Manual,6321,Petrol,145,60.1,1.0,yellow
10820, EcoSport,2018,14199,Manual,20112,Petrol,145,54.3,1.0,green
10821, C-MAX,2017,11499,Manual,19394,Petrol,30,55.4,1.0,blue
10822, B-MAX,2018,12299,Manual,12403,Petrol,145,57.7,1.0,orange
10823, Fiesta,2018,8799,Manual,10911,Petrol,145,64.2,1.1,green
10824, Fiesta,2018,9599,Manual,20203,Petrol,145,65.7,1.0,red
10825, EcoSport,2018,13999,Manual,10579,Petrol,145,54.3,1.0,yellow
10826, Kuga,2018,16199,Manual,14365,Diesel,145,64.2,1.5,black
10827, Puma,2020,23999,Manual,1137,Petrol,145,50.4,1.0,red
10828, Puma,2019,22999,Manual,883,Petrol,145,51.4,1.0,orange
10829, Ka+,2019,11699,Manual,2559,Petrol,145,43.5,1.2,yellow
10830, Fiesta,2019,18299,Manual,2944,Petrol,145,40.3,1.5,yellow
10831, Focus,2019,18699,Manual,603,Petrol,145,47.9,1.0,gray
10832, Fiesta,2019,15299,Manual,5303,Petrol,145,58.9,1.0,gray
10833, Focus,2020,24799,Manual,641,Petrol,145,50.4,1.5,gray
10834, Focus,2020,21499,Manual,807,Diesel,145,62.8,1.5,orange
10835, EcoSport,2019,13399,Manual,9168,Diesel,145,67.3,1.5,white
10836, Fiesta,2018,10999,Manual,12438,Diesel,145,88.3,1.5,gray
10837, Fiesta,2017,9699,Manual,10516,Petrol,0,65.7,1.0,yellow
10838, Fiesta,2017,10999,Manual,14748,Petrol,145,65.7,1.0,yellow
10839, Fiesta,2018,13599,Manual,6792,Petrol,145,65.7,1.0,yellow
10840, Kuga,2018,16999,Manual,8000,Diesel,145,60.1,2.0,silver
10841, Kuga,2019,20499,Manual,6997,Petrol,145,35.3,1.5,yellow
10842, Kuga,2018,15999,Manual,16371,Diesel,145,47.9,2.0,red
10843, EcoSport,2019,14999,Manual,5846,Petrol,145,53.3,1.0,green
10844, Fiesta,2018,10499,Manual,30000,Petrol,145,56.5,1.0,blue
10845, Fiesta,2018,11499,Manual,16356,Petrol,145,56.5,1.0,orange
10846, Fiesta,2019,15499,Manual,7852,Petrol,145,60.1,1.0,black
10847, EcoSport,2018,13999,Manual,12076,Petrol,145,51.4,1.0,yellow
10848, Edge,2017,23299,Semi-Auto,24558,Diesel,200,47.9,2.0,green
10849, B-MAX,2016,8500,Semi-Auto,34737,Petrol,160,44.1,1.6,silver
10850, Fiesta,2018,10799,Manual,31146,Petrol,145,65.7,1.0,white
10851, Grand C-MAX,2019,14199,Manual,6375,Petrol,145,47.9,1.0,white
10852, Focus,2019,14899,Manual,11322,Petrol,145,58.9,1.0,gray
10853, Fiesta,2018,11999,Manual,33086,Petrol,145,62.8,1.0,white
10854, Galaxy,2018,19499,Manual,31504,Diesel,145,56.5,2.0,green
10855, Galaxy,2017,19499,Manual,29850,Diesel,125,56.5,2.0,silver
10856, S-MAX,2017,16499,Manual,26410,Diesel,125,56.5,2.0,gray
10857, Focus,2018,12699,Manual,35221,Diesel,145,74.3,1.5,black
10858, Kuga,2018,15699,Manual,14241,Diesel,145,64.2,1.5,gray
10859, Kuga,2018,21999,Semi-Auto,13082,Diesel,145,54.3,2.0,orange
10860, Fiesta,2018,11299,Manual,27567,Petrol,145,65.7,1.0,red
10861, Focus,2019,17999,Manual,4432,Petrol,145,60.1,1.0,orange
10862, Focus,2019,17699,Manual,5443,Petrol,145,60.1,1.0,gray
10863, Focus,2019,16999,Manual,4933,Petrol,145,60.1,1.0,silver
10864, Focus,2018,16995,Automatic,10688,Diesel,145,74.3,1.5,black
10865, Kuga,2019,18199,Manual,7523,Diesel,145,45.6,1.5,white
10866, Fiesta,2017,12699,Manual,12614,Petrol,145,47.9,1.6,gray
10867, Kuga,2017,16199,Manual,18860,Diesel,145,54.3,2.0,orange
10868, Focus,2019,24999,Manual,9488,Petrol,145,34.5,2.3,blue
10869, Focus,2018,11499,Manual,22465,Petrol,145,60.1,1.0,gray
10870, EcoSport,2018,13999,Manual,8610,Petrol,145,54.3,1.0,green
10871, EcoSport,2018,14899,Manual,10111,Petrol,145,54.3,1.0,silver
10872, Fiesta,2018,11399,Manual,7957,Petrol,145,65.7,1.0,yellow
10873, Kuga,2018,13499,Manual,18838,Diesel,145,64.2,1.5,orange
10874, Fiesta,2018,10999,Manual,18571,Petrol,145,65.7,1.0,gray
10875, Galaxy,2018,19999,Semi-Auto,31589,Diesel,145,52.3,2.0,blue
10876, S-MAX,2017,17299,Manual,31355,Diesel,145,56.5,2.0,orange
10877, Focus,2015,13399,Manual,23178,Petrol,200,41.5,2.0,yellow
10878, Fiesta,2016,10199,Manual,18606,Petrol,20,62.8,1.0,black
10879, Kuga,2017,16999,Manual,19739,Diesel,145,60.1,2.0,red
10880, EcoSport,2018,14799,Manual,18772,Petrol,145,54.3,1.0,red
10881, S-MAX,2019,25399,Manual,8457,Diesel,145,54.3,2.0,blue
10882, Kuga,2018,14999,Manual,35553,Diesel,145,60.1,2.0,silver
10883, Fiesta,2016,8999,Manual,30209,Diesel,0,78.5,1.5,green
10884, Kuga,2018,15999,Manual,32362,Diesel,145,54.3,2.0,white
10885, Fiesta,2018,11499,Manual,27851,Petrol,145,62.8,1.0,silver
10886, Fiesta,2018,11699,Manual,21581,Petrol,145,62.8,1.0,orange
10887, Kuga,2018,20999,Semi-Auto,20870,Diesel,145,54.3,2.0,blue
10888, Mondeo,2018,13999,Semi-Auto,30320,Diesel,145,45.6,2.0,orange
10889, Fiesta,2018,10799,Manual,28297,Petrol,145,62.8,1.0,black
10890, Focus,2014,6999,Manual,41633,Petrol,30,56.5,1.0,silver
10891, Focus,2016,9499,Manual,44815,Petrol,20,61.4,1.0,red
10892, Kuga,2018,15999,Semi-Auto,33343,Diesel,145,54.3,2.0,red
10893, C-MAX,2017,11699,Manual,14858,Petrol,30,55.4,1.0,orange
10894, Ka+,2018,8500,Manual,5819,Petrol,145,57.7,1.2,gray
10895, Kuga,2019,18299,Manual,9708,Diesel,145,54.3,1.5,white
10896, Focus,2018,20299,Manual,6987,Petrol,145,41.5,2.0,gray
10897, Kuga,2018,19299,Manual,8100,Diesel,145,47.9,2.0,blue
10898, Kuga,2017,17000,Manual,15962,Diesel,30,54.3,2.0,silver
10899, C-MAX,2014,7199,Manual,46873,Diesel,30,61.4,1.6,yellow
10900, Fiesta,2017,10500,Manual,3347,Petrol,0,65.7,1.0,green
10901, Ka+,2019,9500,Manual,6298,Petrol,145,48.7,1.2,silver
10902, Mustang,2020,42999,Manual,10,Petrol,145,23.7,5.0,red
10903, Fiesta,2019,16299,Semi-Auto,8383,Petrol,145,48.7,1.0,red
10904, C-MAX,2017,10799,Manual,23736,Diesel,20,68.9,1.5,blue
10905, Focus,2016,9000,Manual,35756,Diesel,0,74.3,1.5,orange
10906, Mondeo,2016,12099,Manual,30986,Diesel,20,68.9,2.0,red
10907, Kuga,2019,14399,Manual,14539,Petrol,145,40.4,1.5,green
10908, S-MAX,2016,17199,Manual,25329,Diesel,125,52.3,2.0,blue
10909, Fiesta,2019,15599,Manual,8001,Petrol,145,60.1,1.0,orange
10910, S-MAX,2017,19299,Manual,19198,Diesel,145,56.5,2.0,gray
10911, EcoSport,2019,15499,Manual,9982,Petrol,145,52.3,1.0,orange
10912, EcoSport,2017,11000,Manual,14297,Petrol,125,52.3,1.0,blue
10913, S-MAX,2017,18699,Manual,26372,Diesel,145,56.5,2.0,blue
10914, Kuga,2019,22000,Manual,11869,Diesel,145,37.7,2.0,orange
10915, Ka+,2019,10799,Manual,3078,Petrol,145,48.7,1.2,blue
10916, Focus,2019,18999,Manual,4892,Petrol,145,47.9,1.0,silver
10917, Fiesta,2019,15299,Manual,1758,Petrol,145,58.9,1.0,silver
10918, Kuga,2019,20499,Manual,20062,Diesel,145,38.2,2.0,silver
10919, Kuga,2019,20999,Manual,447,Diesel,145,47.9,2.0,blue
10920, Fiesta,2019,11799,Manual,4126,Petrol,145,58.9,1.0,green
10921, Fiesta,2019,12799,Manual,2128,Petrol,145,48.7,1.1,orange
10922, Kuga,2017,15000,Manual,12555,Diesel,145,60.1,2.0,blue
10923, Fiesta,2020,16199,Manual,264,Petrol,145,58.9,1.0,green
10924, C-MAX,2016,9399,Manual,17693,Diesel,20,68.9,1.5,green
10925, Fiesta,2019,15399,Manual,8793,Petrol,145,58.9,1.0,gray
10926, Fiesta,2019,16199,Semi-Auto,8310,Petrol,145,48.7,1.0,orange
10927, Fiesta,2019,14799,Manual,9817,Petrol,145,60.1,1.0,red
10928, Galaxy,2017,18399,Manual,40848,Diesel,125,56.5,2.0,black
10929, C-MAX,2017,11499,Manual,16470,Petrol,30,55.4,1.0,red
10930, Focus,2017,11499,Manual,28604,Diesel,0,74.3,1.5,black
10931, EcoSport,2017,11599,Manual,12890,Petrol,145,52.3,1.0,black
10932, Kuga,2018,15800,Automatic,6170,Petrol,150,38.2,1.5,black
10933, Focus,2018,18500,Manual,21901,Diesel,150,67.3,2.0,gray
10934, EcoSport,2017,11000,Semi-Auto,9148,Petrol,165,44.8,1.5,blue
10935, Kuga,2017,16700,Manual,18293,Diesel,145,60.1,2.0,red
10936, Kuga,2017,14500,Manual,31848,Diesel,145,54.3,2.0,gray
10937, Fiesta,2016,9800,Manual,27128,Petrol,20,62.8,1.0,orange
10938, EcoSport,2020,16299,Manual,915,Petrol,145,53.3,1.0,gray
10939, Edge,2018,21200,Manual,26531,Diesel,145,47.9,2.0,yellow
10940, Fiesta,2018,11200,Manual,14338,Petrol,150,62.8,1.0,red
10941, Focus,2015,13800,Manual,26270,Petrol,205,41.5,2.0,silver
10942, Fiesta,2019,14960,Manual,3599,Petrol,145,60.1,1.0,green
10943, Fiesta,2020,17499,Manual,34,Petrol,145,58.9,1.0,green
10944, Fiesta,2019,15799,Manual,3042,Petrol,145,58.9,1.0,green
10945, Fiesta,2019,15799,Semi-Auto,14788,Petrol,145,48.7,1.0,blue
10946, Fiesta,2019,12799,Manual,6795,Petrol,145,56.5,1.0,white
10947, Focus,2019,16299,Manual,5681,Petrol,145,60.1,1.0,yellow
10948, Puma,2019,23999,Manual,1225,Petrol,145,50.4,1.0,silver
10949, Galaxy,2019,29499,Manual,3158,Diesel,145,45.6,2.0,silver
10950, Fiesta,2019,12299,Manual,13838,Diesel,145,58.9,1.5,white
10951, Fiesta,2017,13099,Manual,12022,Petrol,145,62.8,1.0,blue
10952, EcoSport,2019,17000,Manual,1307,Petrol,145,52.3,1.0,blue
10953, EcoSport,2020,19499,Manual,1083,Petrol,145,52.3,1.0,gray
10954, EcoSport,2017,10399,Manual,22402,Petrol,125,53.3,1.0,yellow
10955, Focus,2018,19199,Manual,10611,Petrol,145,41.5,2.0,green
10956, Fiesta,2020,21499,Manual,58,Petrol,145,55.4,1.0,blue
10957, Edge,2019,32599,Semi-Auto,5542,Diesel,145,37.2,2.0,green
10958, Fiesta,2017,10699,Manual,21913,Diesel,0,78.5,1.5,yellow
10959, Focus,2020,30999,Automatic,10,Petrol,145,39.8,1.5,yellow
10960, Fiesta,2019,14999,Manual,11576,Petrol,145,58.9,1.0,red
10961, Fiesta,2018,15399,Semi-Auto,17973,Petrol,145,54.3,1.0,blue
10962, Fiesta,2019,16399,Semi-Auto,7244,Petrol,145,48.7,1.0,black
10963, B-MAX,2017,10199,Manual,14685,Petrol,30,56.5,1.0,green
10964, Focus,2018,13299,Manual,16257,Diesel,145,74.3,1.5,green
10965, Fiesta,2017,11499,Semi-Auto,19145,Petrol,0,57.7,1.0,orange
10966, Focus,2018,13499,Manual,19926,Diesel,145,74.3,1.5,orange
