year,price,mileage,tax,mpg,engineSize,model,fuelType,transmission
2014,7466,31404,151,46.64642164984272,1.6,3,4,2
2017,18448,6359,147,56.55177287335002,1.7552420789836938,13,0,2
2019,32122,10360,145,35.42295366662132,2.3530555629229175,4,0,2
2014,7084,34607,132,46.41083476290396,1.4980514075189433,0,4,2
2013,7291,22138,151,46.27169112478297,1.6,2,4,2
2017,10835,6645,57,53.781319595019994,1.2399192084681636,5,4,2
2013,6877,20201,153,45.71396913638606,1.6,2,4,2
2015,9301,12377,128,50.77207453164753,1.1076443660032795,5,4,2
2018,15356,21162,150,50.39167339772797,1.8198619023410536,13,0,2
2015,10451,13634,158,45.75940340990482,1.5394061004270636,5,4,2
2019,13692,1485,145,48.7,1.0,5,4,2
2015,12274,33836,145,52.91808413153165,1.6909579342341736,10,1,2
2017,17823,7146,147,51.934844620469036,1.5776508250837566,8,1,2
2018,12929,19256,145,66.48966759763228,1.304741689940807,5,1,2
2016,11642,38831,145,66.63388008296984,1.6742299981143218,8,0,2
2016,10131,29876,145,70.06774934530249,1.5961875148794888,7,0,2
2017,16018,10465,145,58.24590497821928,1.4679365185401607,12,0,2
2017,12347,5313,144,51.4,1.0,6,4,2
2017,14368,23669,145,51.871400208785516,1.1554607945483095,5,2,2
2016,10544,3444,50,55.684945730623,1.0937234543896281,5,4,2
2015,7684,31818,160,44.72862980095464,1.6,5,4,2
2014,10435,14825,16,57.85362747417944,1.1280228951495306,4,3,2
2017,17446,20291,138,56.701873961485944,1.6665246998874284,14,0,2
2017,11998,3882,142,48.252223399360936,1.539618845823839,5,4,2
2018,16812,6473,145,48.7,1.0,5,4,2
2017,19121,45386,157,50.51161397348736,2.0,14,0,2
2017,11821,14385,141,49.630723507961015,1.0,3,4,2
2017,17325,25170,145,55.82603594093956,2.0,11,0,2
2018,18716,6660,149,58.696970429025434,1.52206843162767,13,0,2
2018,16823,10911,145,57.62423497167361,1.4374624986114513,11,0,2
2016,17756,11199,145,50.98113644139764,2.0,13,0,2
2014,7885,28982,157,45.540608444157385,1.6,1,4,2
2016,11891,38602,126,51.297843102749994,1.017613258146553,6,3,2
2016,11549,15530,7,58.01386819478257,1.130778414492735,6,2,2
2019,17574,1933,145,45.6,1.0,2,4,2
2014,7351,48405,160,44.8,1.6,6,4,2
2019,32224,19,145,37.2,2.0,3,0,2
2016,11194,14801,125,51.4,1.0,6,4,2
2013,6656,54196,151,46.12799994583188,1.6,2,4,2
2017,11019,7091,37,55.17822382416156,1.1543944597452107,5,4,2
2016,7071,54668,165,44.25043259383005,1.5785096294528504,0,4,2
2015,7250,47422,158,45.29453534513252,1.6,1,4,2
2016,17997,34659,145,52.3,2.0,13,0,2
2016,8773,18823,161,44.76204949267269,1.6,0,4,2
2015,7638,31976,23,55.67124057963753,1.0895040920748154,4,4,2
2018,28244,4668,145,52.917872265809336,2.0,6,0,2
2016,12715,38621,131,56.6869557726064,2.0,13,0,2
2018,19938,8986,145,58.9,1.9695164093524793,13,0,2
2017,18543,41537,145,52.3,2.0,8,0,2
2017,16857,15358,146,55.589070731950066,1.8598836160923835,13,0,2
2017,15673,18058,140,54.77909666232679,1.2177712101485434,7,3,2
2018,14752,13919,145,46.986069175874455,1.0,2,4,2
2017,19471,42120,148,49.31152264974653,2.0,4,0,2
2015,8964,34995,11,56.804845386696705,1.0416350982931768,5,4,2
2017,21842,24577,150,48.42979823996687,2.0,3,0,2
2014,11282,44551,168,49.46291654257449,2.0,13,0,2
2015,10233,43040,176,47.08065166583614,1.5223704303754384,9,1,2
2016,10810,11151,150,44.36036699199165,1.5628047154297653,0,4,2
2017,8751,61654,160,44.5990597039475,1.5287057565789275,1,4,2
2015,10980,42321,155,47.69269984449649,1.8621628268612822,7,0,2
2015,9114,20955,118,51.87675540884798,1.57560272755308,4,3,2
2016,18999,36456,147,52.150289237275366,2.0,9,0,2
2017,10952,7517,78,52.372151209253474,1.326194823923257,5,4,2
2019,31604,6686,145,37.2,2.0,3,0,2
2017,17857,16095,145,58.24712298323288,1.5709648931268612,13,0,2
2019,23994,7985,145,44.196238135070224,2.0,11,0,2
2018,13312,9067,148,50.547812009637205,1.0,5,4,2
2016,8553,40746,145,57.23091944706625,1.0642576099909251,4,3,2
2016,9870,17944,59,52.68075845082765,1.2214371271693685,3,4,2
2016,15538,32130,145,52.45780069502942,2.0,17,0,2
2018,13998,7371,145,52.708131224771144,1.0,5,4,2
2013,7575,31434,145,47.9,1.6,5,4,2
2018,19870,13186,145,41.79456951077582,1.9034299643684949,13,0,2
2017,12382,8580,95,52.88029010399733,1.0,5,4,2
2017,11499,33685,145,54.02932941881599,1.1353352905920042,6,3,2
2020,39956,2545,145,24.2199913346872,5.0,15,4,2
2018,14901,7375,145,48.7,1.0,5,4,2
2015,8328,18087,147,47.9,1.6,5,4,2
2017,11499,32211,146,53.885158160881105,1.2074209195594456,6,3,2
2017,11643,3615,136,49.48280463629524,1.1452420730079362,4,4,2
2016,9610,8506,160,44.1,1.6,0,4,2
2017,19193,9642,154,47.08354869787463,2.0,13,0,2
2016,7976,36843,158,44.599284601815874,1.6,0,4,2
2017,11885,13418,148,52.13087835390117,1.114164297163096,4,4,2
2019,24177,7322,145,54.50167178671911,2.0,9,0,2
2017,12407,14799,118,54.92666965031847,1.0,5,4,2
2016,11472,6203,134,52.74464352226705,1.0,5,4,2
2016,10922,16691,129,48.094723953994574,1.5,3,3,2
2017,13280,11500,2,73.8970246728333,1.4921293881412754,5,0,2
2016,11522,15599,48,61.28957820914531,1.386311648794739,2,0,2
2016,11588,15682,129,52.084826792617285,1.0,5,4,2
2018,12814,5917,145,54.3,1.0,5,4,2
2017,16647,20310,147,54.3,2.0,13,0,2
2017,12796,8933,127,51.04751725026232,1.0,5,4,2
2019,18370,2529,145,40.95026815475799,1.5535395053859538,8,1,2
2014,7800,21600,153,46.37600442756515,1.6,2,4,2
2013,7018,32820,160,44.1,1.6,3,4,2
2019,29499,8998,145,51.4,2.0,18,0,2
2017,15474,17894,145,56.122069278408645,1.1980510085226794,8,2,2
2017,11991,8814,145,51.57203588487156,1.0,5,4,2
2017,11998,8948,145,53.925587195832264,1.0,5,4,2
2016,21468,20173,160,51.2913407612182,2.0,17,0,2
2018,14162,7265,145,51.13026308537629,1.0,5,4,2
2014,8706,37831,118,53.34542374639033,1.8267397796240983,3,0,2
2017,13090,10220,134,50.050512062133805,1.0,5,4,2
2016,10954,9010,5,59.38206479894295,1.1293895999186878,3,2,2
2018,23745,9763,150,45.00483398119934,2.0,8,0,2
2018,28987,3435,145,37.497692640444704,2.0,3,0,2
2016,10734,12989,164,44.8,1.5882713268306317,5,4,2
2019,24186,3603,145,46.87141906558444,2.0,13,0,2
2016,10211,13700,160,44.42555198150846,1.6,2,4,2
2018,15682,6809,150,46.61599418015521,1.0,2,4,2
2018,15231,21160,150,48.73805672338615,1.8820279427298439,13,0,2
2017,16577,22538,149,54.5669684329121,1.9709816920747714,13,0,2
2018,19089,18301,150,57.51511713466954,1.650530746231572,13,0,2
2017,11263,9206,162,44.8,1.5,2,4,2
2017,13037,27444,126,58.0915225019602,1.9207375001921765,13,0,2
2017,21059,12316,150,51.308640299449245,2.0,17,0,2
2017,12281,8040,34,55.97323750779514,1.0,5,4,2
2017,17670,7347,149,54.080964571350904,1.9608865305983758,12,0,2
2019,15275,6681,150,46.83986121251021,1.0,3,4,2
2016,11903,4951,105,52.39672040831773,1.0,5,4,2
2017,17265,23511,148,54.3,2.0,13,0,2
2016,21389,20245,156,51.595492558449735,2.0,15,0,2
2018,13314,26822,140,50.93140846220001,1.2187655355098048,6,3,2
2017,11872,10787,50,66.51810548959635,1.3300896395108375,6,1,2
2017,16180,26154,145,54.3,2.0,13,0,2
2017,11254,22178,113,52.343948203498535,1.0629298802332359,6,3,2
2017,11990,10787,135,52.92142651152652,1.0332189194656447,6,3,2
2014,10156,11463,152,44.1,1.6,0,4,2
2019,33688,10510,145,30.961327011102014,3.2394714547479446,7,1,2
2013,7362,25033,98,51.01953412528097,1.409008114778716,5,4,2
2013,8106,29072,161,44.68944274805475,1.6,0,4,2
2019,31476,10285,145,37.35709818604376,2.0,3,0,2
2016,13198,33453,145,52.9645708764658,1.6677145617670972,10,1,2
2019,21001,3107,145,45.01357797123613,2.0,13,0,2
2013,5995,88432,145,52.30188644601082,1.9260656626674684,5,0,2
2017,25477,19378,145,47.9,2.0,3,0,2
2017,19636,20449,163,48.928935625664714,2.0,4,0,2
2017,12958,30107,128,60.28883571941025,1.917331207177961,12,0,2
2016,10565,8620,63,52.72227973514479,1.192934893986636,3,4,2
2015,8602,71004,140,53.20311599037906,1.8460301619021369,10,1,2
2017,16957,31996,145,61.168193757230654,2.0,6,0,2
2017,18770,36388,151,50.67695768195202,2.0,5,0,2
2016,10929,16467,116,49.505828391887,1.5,4,2,2
2018,18965,6748,147,51.6429384073392,1.7172772931934372,13,0,2
2015,8651,32379,163,44.99522066769052,1.6,5,4,2
2016,12325,15161,82,57.193294175029465,1.4526011074241767,6,2,2
2015,9063,20895,131,49.38097686029175,1.5093279473290764,5,4,2
2018,14637,14283,145,47.52146862981649,1.0,2,4,2
2019,18598,2348,145,48.19230062363508,1.0441477718578196,5,3,2
2017,10667,6522,164,44.1,1.6,0,4,2
2016,23027,20612,152,48.726273972062984,2.0,6,0,2
2016,9685,10709,65,52.16361832874523,1.2442521325553575,2,4,2
2017,10871,41986,127,51.77641649963797,1.0,5,4,2
2016,10500,13720,68,57.29987992341934,1.534328955604879,0,1,2
2015,8319,43293,160,44.679261581403026,1.6,4,4,2
2016,11252,8645,0,57.7,1.0,5,4,2
2016,7694,86017,162,62.5962538105604,1.6164293611247424,8,0,2
2016,9263,12505,126,51.206321491472764,1.0332020300332405,5,4,2
2017,19995,22614,145,54.3,2.0,13,0,2
2019,17906,2554,145,45.25733028681547,1.0,2,4,2
2017,12475,10890,60,56.28655121713303,1.0,5,4,2
2017,15169,36012,146,50.26200746693082,2.0,16,0,2
2017,18600,35911,156,49.4982856600362,2.0,6,0,2
2016,15841,34133,145,52.3,2.0,8,0,2
2014,8300,37432,149,46.702304120914896,1.6,3,4,2
2017,20023,27843,145,52.3,2.0,8,0,2
2017,17505,17421,145,58.61825904512481,1.5306240168342595,13,0,2
2018,16580,5238,145,48.7,1.0,3,4,2
2017,17497,29810,136,52.3,2.0,18,0,2
2019,17996,1229,145,47.68320247737348,1.0,4,4,2
2017,10906,6769,32,55.48786379906899,1.1354369102610826,5,4,2
2014,7620,27732,160,44.87329447145022,1.6,1,4,2
2015,7728,40267,148,47.36908434667614,1.6,5,4,2
2018,13154,6147,145,52.561433173342245,1.0,5,4,2
2018,18376,8989,145,56.036487284616555,1.8112513821068958,13,0,2
2018,24311,15923,145,53.12186715871896,2.0,15,0,2
2016,12199,15355,29,64.18502438640323,1.9976960594466497,5,0,2
2016,11046,47158,133,55.52986666737607,1.5506488889834755,10,1,2
2016,19929,32710,159,48.935215421535574,2.0,3,0,2
2014,7459,47469,160,44.8,1.6,6,4,2
2017,11722,30942,60,65.09611066787528,1.2990417176391984,6,1,2
2014,7306,47507,148,47.197335798498976,1.6,5,4,2
2019,16522,424,145,48.07593941860933,1.0260025242246114,4,4,2
2015,7250,47514,149,47.03701117095879,1.6,3,4,2
2017,11102,7459,115,54.99523969721504,1.0,5,4,2
2018,19787,13881,145,55.17610101113455,1.9047716292245056,13,0,2
2018,16249,7227,145,52.57998123467923,1.1901951585627073,8,2,2
2017,12485,11382,0,57.7,1.0,5,4,2
2018,15128,20637,147,51.450160086000025,1.7800691696992472,13,0,2
2016,9308,9471,160,44.1,1.6,0,4,2
2019,16783,4550,147,47.25290330251849,1.0,3,4,2
2016,11323,26580,133,55.79775719194526,1.5863676255927017,3,1,2
2015,8998,27271,97,49.401392079919866,1.366115055297653,1,4,2
2017,16963,47487,148,53.75505537814121,2.0,11,0,2
2017,11499,19311,86,53.352763835669016,1.0,5,4,2
2016,17114,25503,132,55.812396240735126,2.0,13,0,2
2015,10118,50988,155,49.773703078407394,2.0,10,0,2
2019,17306,1425,149,48.19603050350023,1.0,4,4,2
2018,28672,5900,145,33.21642582553558,2.248042049111346,13,3,2
2017,11339,11047,145,44.71254166978496,1.5496541093327432,0,4,2
2015,11995,34119,145,53.829033889586356,1.965249229782128,12,0,2
2017,15395,20034,145,58.9,1.5,13,0,2
2013,8255,22971,149,46.792140903958696,1.6,3,4,2
2017,15908,26675,140,55.97256887273999,2.0,13,0,2
2016,15336,34533,145,52.3,2.0,18,0,2
2016,10027,40747,144,49.81540771901318,1.7143336632056916,5,2,2
2019,17485,1465,145,42.14729352530779,1.0,4,4,2
2019,33183,1241,149,42.33614278625413,2.0,15,0,2
2017,18495,6198,149,58.68673003846769,1.5231815175578602,13,0,2
2013,7536,21033,155,45.32834243514376,1.6,1,4,2
2017,16451,27558,145,54.3,2.0,13,0,2
2017,13714,2438,145,50.01985694201369,1.0425760303875384,4,3,2
2019,17397,1513,145,45.129100583223845,1.0,2,4,2
2018,13111,7155,145,49.30871148397024,1.0,5,4,2
2019,14651,15399,146,53.1695554964005,1.0,5,4,2
2019,33447,10,145,37.2,2.0,3,0,2
2017,15103,33742,147,48.53928773931201,2.0,15,0,2
2014,7614,25176,23,56.087097625085576,1.098749124994761,5,4,2
2014,6490,53712,153,46.35844739033941,1.6,2,4,2
2019,32115,20,145,37.2,2.0,3,0,2
2015,9637,25759,0,57.7,1.0,5,4,2
2018,22124,9820,146,51.21947217169644,2.0,13,0,2
2014,11975,48413,196,46.13726761814725,2.0,13,0,2
2015,8634,46454,136,49.18630508737361,1.2012449920569446,6,4,2
2019,16298,7582,145,48.7,1.0,5,4,2
2017,16327,20094,150,56.251953467012896,1.787831144889902,13,0,2
2016,15827,22731,147,53.4708278844307,2.0,13,0,2
2017,13990,17750,146,50.79245027416893,1.102571091871026,4,3,2
2017,17199,25973,144,54.22049811615058,2.0,13,0,2
2016,6901,86653,150,65.86110999728504,1.506202112080668,6,0,2
2018,16940,3848,149,48.7,1.0,4,4,2
2017,10983,6907,7,57.05849941696342,1.0283014963104375,4,4,2
2016,18069,14861,147,53.54356268242335,2.0,11,0,2
2017,17880,7043,146,50.862920442501135,1.3862357933037743,6,2,2
2016,10802,44737,131,67.3,1.5,6,0,2
2018,24697,12943,145,47.048881628489006,2.0,3,0,2
2013,6992,51043,147,47.33256305954774,1.6,4,4,2
2016,9699,28533,159,44.84968028790427,1.4988114763659266,2,4,2
2017,16498,25256,146,54.3,2.0,13,0,2
2017,22519,15309,152,50.50299928346359,2.0,10,0,2
2017,11811,22453,30,60.5780135178858,1.658303162064698,8,0,2
2018,14110,36044,148,47.41009725589989,2.0,15,0,2
2016,10676,15002,142,46.19904563225009,1.4457734251065855,2,4,2
2017,18458,39040,149,52.445656749337914,2.0,9,0,2
2016,10496,25074,130,48.938839428918286,1.5,1,3,2
2015,8495,36314,126,51.19269732729427,1.0188456975187028,6,4,2
2015,10155,50957,155,49.89757002893118,2.0,10,0,2
2016,9772,40917,75,56.55255451609531,1.5,1,1,2
2016,10385,19982,127,47.4160141648203,1.398604102138748,2,4,2
2017,18965,14930,145,60.90586721725145,2.0,6,0,2
2017,11459,13015,131,56.265857925739724,1.906590706586515,1,0,2
2019,24152,3728,145,45.96256646946723,2.0,13,0,2
2016,10382,25625,114,60.156235246595685,1.959213141344296,1,0,2
2016,21341,20150,160,50.83298367573095,2.0,14,0,2
2018,15795,10136,145,50.27033747627257,1.0769773272682635,6,3,2
2014,8380,39677,162,47.99450274283478,1.8281787673453418,3,1,2
2015,10217,65484,143,53.809198894116676,2.0,13,0,2
2018,21720,18164,145,51.64719744993263,2.0,17,0,2
2014,7774,21158,157,44.73209314877602,1.6,0,4,2
2019,33590,1522,149,37.2,2.0,3,0,2
2017,16603,25819,149,54.3,2.0,13,0,2
2018,14499,7580,145,48.7,1.0,5,4,2
2017,11526,5792,94,55.472427362724154,1.0,5,4,2
2016,15042,35502,145,52.3,2.0,18,0,2
2019,22749,7006,145,55.31315227058923,2.0,13,0,2
2017,24956,27244,150,47.9,2.0,3,0,2
2018,19805,13277,145,43.85199027187506,1.8549058898142676,13,0,2
2017,19232,29656,144,52.10618839658678,2.0,18,0,2
2015,8882,17058,151,46.26773265838487,1.6,2,4,2
2016,20826,20280,186,49.06835940633833,2.0,8,0,2
2016,11971,12604,118,55.006985450928234,1.0,5,4,2
2014,7660,48638,162,44.8,1.6,6,4,2
2019,18883,430,145,44.28671895322931,1.0,2,4,2
2018,16909,11443,150,47.98480363563639,1.0896542720164057,3,3,2
2018,11840,31382,145,54.3,1.0,5,4,2
2017,8866,37100,160,44.1,1.6,0,4,2
2017,16155,21100,148,57.894919312170735,1.609247900851007,13,0,2
2015,13639,49766,145,52.3,2.0,13,0,2
2017,13870,27326,129,56.46142845264822,1.760924358102767,11,0,2
2016,10483,20813,155,45.76549851244085,1.5311451133045437,2,4,2
2016,10129,10262,8,58.02477246054469,1.1353218585602862,6,2,2
2017,16497,15364,149,54.3,2.0,13,0,2
2014,7989,12969,41,54.132489520769184,1.1573901682013596,3,4,2
2018,15352,9836,145,51.42623221432133,1.1336388340353594,7,2,2
2016,11244,14749,125,51.4,1.0,6,4,2
2019,16766,8035,147,48.7,1.0,5,4,2
2016,10976,23241,150,51.2172298320759,1.013846224842735,5,4,2
2017,18378,12165,126,52.00497037732618,2.0,17,0,2
2017,19997,22526,147,54.3,2.0,13,0,2
2017,16779,22733,138,53.406487190896755,2.0,15,0,2
2017,10598,10097,87,58.304625246681226,1.2519271861171786,7,1,2
2017,13420,3386,145,49.4916534439042,1.0,5,4,2
2016,10500,14084,139,45.81232864048712,1.5244560893902745,0,4,2
2016,16723,47800,153,53.644345879470315,2.0,11,0,2
2019,17118,1293,148,47.6010619075643,1.0,3,4,2
2016,11621,15632,128,51.4,1.0,6,4,2
2017,17667,22110,145,54.3,2.0,13,0,2
2016,9851,28465,76,51.55614172601335,1.2381340416273896,3,4,2
2015,9696,64416,152,50.764305057396825,1.8976203371597886,10,0,2
2019,33101,7553,145,35.058162762910804,2.4255305769051385,4,0,2
2016,10474,21105,155,45.568143186439855,1.4418073343606168,2,4,2
2015,11387,33596,54,61.42285352728074,1.7830354318188077,6,0,2
2016,18965,9609,157,52.3,2.0,12,0,2
2013,7355,30005,145,47.86335484150638,1.6,5,4,2
2017,16553,35939,145,52.3,2.0,18,0,2
2013,6344,72826,143,48.50199072405253,1.627999568560583,5,3,2
2017,18038,40823,145,52.14317380156159,2.0,7,0,2
2019,16395,7799,145,48.7,1.0,5,4,2
2019,24110,3360,145,41.1028448328316,2.0,13,0,2
2018,13650,11767,81,59.942043571945206,1.2195711635145547,5,2,2
2016,9718,21545,109,51.28137561831821,1.5642717630929444,0,2,2
2017,18036,39059,145,54.134249519477606,2.0,12,0,2
2014,9055,28021,0,57.7,1.0,5,4,2
2017,12758,7353,147,46.395503899969974,1.2954482179525673,3,4,2
2017,17163,28494,146,57.10532484651799,1.6950733862480443,13,0,2
2017,16990,15889,145,54.3,2.0,13,0,2
2016,11539,15581,53,60.12825895242169,1.340947615328972,2,1,2
2017,19995,23774,157,49.73395827295343,2.0,4,0,2
2019,14965,7262,145,48.7,1.0,5,4,2
2015,10977,14995,119,51.663057240697185,1.0,5,4,2
2017,21672,18122,145,52.3,2.0,18,0,2
2016,11367,18719,106,49.147904230220206,1.3977718962688277,5,4,2
2019,16321,5362,148,45.6,1.0,2,4,2
2019,15969,5545,147,47.30753351100847,1.0,3,4,2
2019,16380,5394,147,46.84399808500694,1.0,3,4,2
2019,32285,1706,142,82.29431855980279,2.1369815266093646,5,0,2
2017,13207,30222,129,55.632311851523674,2.0,14,0,2
2018,32907,5417,145,25.98542749203969,4.4557458046628415,12,3,2
2019,16554,4924,145,48.7,1.0,5,4,2
2018,28102,15061,145,41.14113464226767,2.0,3,0,2
2017,11664,22822,126,51.4,1.0,6,4,2
2017,8931,26695,93,49.97190552082071,1.3409453446696744,2,4,2
2018,15935,9878,145,48.7,1.0,5,4,2
2013,7032,38849,150,47.9,1.6,5,4,2
2017,19327,29611,151,49.33257812681348,2.0,6,0,2
2019,22984,4033,145,43.88082706508707,2.0,10,0,2
2016,16103,22754,146,52.781082928164864,2.0,13,0,2
2016,10610,20951,45,55.42908365211089,1.0,5,4,2
2019,16883,6715,145,48.7,1.0,5,4,2
2016,8182,34853,160,44.1,1.6,0,4,2
2017,12935,5887,134,50.0985028748071,1.0,5,4,2
2018,23409,9968,149,43.22117370125763,2.0,11,0,2
2016,10059,17257,123,47.75437040624661,1.3854895191377283,2,4,2
2019,16424,297,145,47.56234235583429,1.0,3,4,2
2018,13051,6950,145,48.7,1.0,5,4,2
2013,10016,43902,202,45.71845747473245,1.9617879113766272,12,0,2
2019,19557,2396,145,48.7,1.0,4,4,2
2016,11346,18414,152,49.67934345004585,1.2918309399971042,5,4,2
2016,10132,10958,149,46.867128691843945,1.6,3,4,2
2017,16498,10835,146,55.35774728866692,1.8850274686231607,13,0,2
2019,16399,7325,145,48.7,1.0,5,4,2
2016,11522,15574,38,61.91713571044029,1.4108256136890738,1,0,2
2017,18032,39075,145,54.3,2.0,13,0,2
2013,11062,36088,190,46.15843835939068,1.953848069471845,12,0,2
2016,11007,11312,159,44.77899564931137,1.5030006215269474,1,4,2
2017,12418,5803,145,53.72643774108155,1.0537714617736047,5,4,2
2016,12896,51731,145,52.58859383758818,2.0,13,0,2
2013,7413,29095,145,47.9,1.6,5,4,2
2014,9400,46120,174,47.81974004419058,1.6172861992774865,10,1,2
2017,15625,24490,127,51.60120903475281,2.0,17,0,2
2016,10860,25127,114,53.743155336089785,1.5,3,2,2
2018,21377,12461,146,53.097757041855544,2.0,10,0,2
2017,16004,15253,145,54.3391018263391,1.99574980148488,13,0,2
2016,10992,13670,150,51.441236505134924,1.268009077643601,5,4,2
2017,11788,12605,128,50.800343763099555,1.045428502795488,5,4,2
2017,13346,3244,147,60.662295151094156,1.2022335185828419,6,2,2
2017,22179,15672,158,49.373522286068805,2.0,4,0,2
2017,10672,6503,164,44.1,1.6,0,4,2
2015,9490,18699,149,46.8958101695551,1.6,5,4,2
2018,19760,13885,145,55.39845333814864,1.8806028980273213,13,0,2
2016,10140,40917,148,46.44734342339425,1.5,1,3,2
2017,17860,30000,148,57.17391132505001,2.0,15,0,2
2019,16283,884,145,48.7,1.0,5,4,2
2018,14085,7392,145,52.00966908987805,1.0,5,4,2
2015,10529,18212,26,66.65942748383864,1.4753625955322556,5,0,2
2016,9990,17406,160,44.77128970239192,1.504101471086868,1,4,2
2016,7619,31935,89,51.673924726219745,1.3689433841089955,5,4,2
2017,10604,7193,104,48.82072890849748,1.3917325481545233,1,4,2
2017,17011,31204,147,54.3,2.0,13,0,2
2015,9436,28179,0,57.7,1.0,5,4,2
2017,16705,28587,145,56.399367434571495,1.7718078875465761,13,0,2
2017,17131,26204,145,58.62091318890563,2.0,8,0,2
2017,19577,29392,154,49.98691944957961,2.0,4,0,2
2017,17635,21849,145,55.26071191915041,2.0,12,0,2
2018,19599,1977,145,54.810055781208725,1.2995125382945452,9,1,2
2013,7860,21947,147,47.9,1.6,5,4,2
2019,32067,2188,136,170.7652166596656,2.4057266605700653,11,1,2
2018,14951,33416,148,49.84047177956475,1.8405837676855357,13,0,2
2019,30908,66,135,187.25909406624544,2.4540716805629987,13,1,2
2017,15751,17026,148,54.3,1.6070944357637116,9,1,2
2017,10953,16739,157,44.99628435441544,1.4923920792862233,2,4,2
2015,14993,56008,155,51.950852894335725,2.0,18,0,2
2017,16817,25884,147,54.3,2.0,13,0,2
2016,11207,65043,129,56.9521447592946,2.0,13,0,2
2015,8139,37409,162,47.245140845912786,1.7996914822801768,0,2,2
2017,10080,10606,145,44.1,1.6,0,4,2
2015,10162,66337,141,53.27202687162604,2.0,13,0,2
2019,15625,6797,150,45.6,1.0,2,4,2
2014,7579,33505,162,44.79645750277366,1.6,0,4,2
2018,16624,3249,146,47.54197519199222,1.0,2,4,2
2017,10811,42160,136,53.01629836163323,1.0,5,4,2
2017,13786,27210,133,54.75272120267108,1.5934040394775568,10,1,2
2018,14859,4764,145,46.198161599400514,1.044974556345903,1,3,2
2016,9991,9707,138,45.957976668917375,1.5180304410771748,0,4,2
2017,17810,23728,145,52.917176056101255,2.0,9,0,2
2017,12504,5492,136,51.4,1.0,6,4,2
2017,19694,6410,145,60.919280100516154,1.9038560201032317,7,0,2
