year,price,mileage,tax,mpg,engineSize,model,fuelType,transmission
2017,10510,30717,149,54.263349344364116,1.0,5,4,0
2016,11451,4675,60,57.70409331836337,1.5323179436897345,0,1,0
2015,9397,24072,69,58.36343891096975,1.5528657591414552,2,1,0
2014,12268,42460,171,47.06548952210749,1.7354965950602286,13,3,0
2016,15403,13674,148,49.41872735580542,1.6637846580072846,14,2,0
2017,17756,1266,191,52.31579067336569,1.5,9,2,0
2016,16696,35134,141,54.73350788350566,2.0,13,0,0
2019,15084,8365,145,49.2051722098037,1.0,5,4,0
2016,11499,10927,160,44.8,1.5283311095587997,3,4,0
2019,21956,11853,145,46.55174703284974,2.0,13,2,0
2016,15422,14622,135,55.39145832610452,2.0,10,0,0
2018,14874,10999,145,49.91154146006738,1.0,6,4,0
2016,10232,19785,99,53.41069682141088,1.1340464547607256,6,2,0
2016,19433,20033,159,48.44629093437916,1.9879186159228168,3,0,0
2016,12913,49611,150,40.25893473209058,1.5730118699322901,13,3,0
2019,21196,7850,145,38.936338180426986,2.0,12,0,0
2016,23022,24963,256,36.14424661619507,2.0,7,3,0
2017,13737,9733,145,49.1955308776794,1.5,7,1,0
2015,12456,31209,148,60.017734367928995,1.824596946183432,10,0,0
2019,17384,920,145,45.6,1.0,2,4,0
2017,14790,25878,204,44.181979345045214,1.65338408577039,13,2,0
2017,17911,1187,195,40.799121640284014,1.279735454213219,8,4,0
2018,13999,34409,145,45.6,2.0,14,0,0
2018,16710,434,149,46.30129674145765,1.0,2,4,0
2009,5391,32970,197,43.440010216810535,1.4114314905172962,4,4,0
2016,18494,24719,197,45.84849964594903,2.0,15,1,0
2014,11801,40078,183,47.534335584314036,1.8778034765208729,13,1,0
2016,19546,27869,230,40.08453498787408,2.0,13,2,0
2019,24827,4730,145,46.37243644822802,2.0,11,0,0
2016,9855,7535,20,56.0584751587942,1.0763499926142233,5,4,0
2017,12531,24090,146,48.27047133386982,1.376845541633136,5,4,0
2015,9161,81830,125,58.82396306802051,2.0,14,0,0
2017,15843,11986,153,47.21421485212847,1.1904852753681452,8,4,0
2019,16491,3511,145,48.14349063860181,1.0,4,4,0
2014,7648,39890,155,44.87222794271587,1.5966714312813972,6,3,0
2015,10639,21854,155,49.14003662290661,1.5255728783938123,7,1,0
2019,19711,4345,145,64.2,2.0,6,0,0
2008,3762,108107,420,34.737867605018934,2.1419289456536745,15,1,0
2019,16697,7064,145,52.10868143899198,1.1221864549986176,6,3,0
2017,12120,15389,135,48.83382268013954,1.2515860117510256,6,4,0
2019,18314,11040,148,50.898236699612895,1.1432658033477576,6,2,0
2018,32137,12522,145,34.917826308547774,2.417470797216872,4,0,0
2016,12334,20472,174,43.68074224532611,1.5,8,4,0
2020,20969,253,145,46.54475594755317,1.3059717501941928,14,1,0
2016,15845,14460,145,52.08633462662982,1.7625940295886913,7,0,0
2016,13171,40001,145,48.50177771398052,2.0,13,0,0
2017,16878,10414,145,42.179463202912736,1.3105017522422506,9,4,0
2017,17872,18224,148,38.2,1.5,13,4,0
2019,18494,4824,145,51.283960687015544,1.7228317743994752,6,2,0
2019,24051,2975,144,40.73368406406423,2.0,3,0,0
2019,16573,4179,145,45.6,1.0,2,4,0
2018,13927,5451,138,49.61737202252741,1.0,5,4,0
2014,10946,40017,296,39.55255244425847,2.152106924695188,17,0,0
2019,25787,4292,137,44.597463354754396,1.8690356426734156,11,2,0
2017,14990,15236,141,65.95121104885479,1.5802850566157864,7,0,0
2017,18483,13252,145,50.986540012019354,1.8970975159012222,13,0,0
2013,10619,49607,200,45.6,2.0,13,0,0
2018,31996,9622,145,37.2,2.0,3,0,0
2013,5991,88997,145,53.28115842757273,1.9991808011988141,6,0,0
2017,10911,30271,125,51.4,1.0,6,4,0
2018,29367,14175,145,37.2,2.0,3,0,0
2019,24353,2619,145,33.72050275055034,1.6447075931143795,10,2,0
2019,16867,6150,145,48.17207765787946,1.0,4,4,0
2019,16532,11717,145,51.104107771046856,1.046955229903259,6,4,0
2018,18396,9651,145,65.5562418687994,1.7456111834606909,9,0,0
2018,19643,11284,148,38.05346034042994,2.0,13,2,0
2019,21480,6250,145,33.697743555877125,1.5,10,4,0
2017,18095,31462,145,52.68673619307841,2.0,8,0,0
2018,16665,10310,160,46.86676265085104,1.087297016626141,6,4,0
2016,8338,19610,160,44.1,1.6,0,4,0
2019,17005,289,145,53.67293396264036,1.4639617219908254,5,0,0
2018,17023,8688,145,40.64213730547682,1.5,6,4,0
2013,10791,39140,188,52.6982074390339,1.8970917750177592,15,0,0
2018,13999,34119,145,45.6,2.0,14,0,0
2017,11993,15202,145,48.037535380152,1.1380134624683331,5,4,0
2017,16012,11530,145,39.33279210277082,1.4570912082283782,12,4,0
2017,12118,24880,146,48.97418919629636,1.3328631752314777,5,4,0
2015,12850,34223,194,43.939199612684476,1.5499090468959633,13,3,0
2019,19270,4889,145,54.91168120551075,1.530892990177311,6,0,0
2018,12758,7388,145,51.59868911619105,1.0,5,4,0
2017,13548,37184,159,55.85477257746669,1.5753769163993394,13,0,0
2010,4404,43316,226,39.86078272147877,1.6,4,4,0
2017,22866,18597,145,41.49413363622803,2.0,11,2,0
2018,20717,4782,145,36.48624274599916,1.6474796437096546,10,2,0
2013,9046,56168,260,36.7,1.6,13,4,0
2016,9281,38424,130,57.85794182370491,1.1410030965874436,6,2,0
2018,18883,8657,145,58.88426715008238,2.0,6,0,0
2018,13999,34294,145,45.6,2.0,14,0,0
2019,19642,6697,145,70.19655743512335,1.7031407210334972,6,0,0
2019,19183,5578,145,70.57535244938802,1.6843884926045531,6,0,0
2015,7141,80118,157,45.6205131119238,1.625442267036397,6,3,0
2019,20167,6187,145,49.440400534826765,1.96029895528797,12,0,0
2018,18009,20474,145,74.04808555183749,1.5097641258977716,6,0,0
2019,16838,401,148,47.530832817611184,1.1109674033109878,2,3,0
2017,15091,22527,221,40.24715024741641,1.4224564300221059,11,4,0
2017,10594,30077,142,53.41792269257697,1.0,5,4,0
2017,14863,10296,157,45.53794000811805,1.829285181677386,6,4,0
2014,7995,26599,42,54.79543039199493,1.1778307923268416,5,4,0
2017,11557,11014,158,45.67697641357009,1.361530039962617,2,4,0
2016,17062,32385,145,53.44475047781142,2.0,15,0,0
2019,22998,7623,142,43.46555273990384,2.0,13,1,0
2017,11263,34375,35,62.012605873263524,1.5,5,0,0
2018,17554,3886,145,43.98134860727922,1.5,13,4,0
2017,15945,9921,212,41.71859744114447,1.366719793896043,11,4,0
2019,27581,1648,145,41.71304415743347,2.0,3,0,0
2018,30366,14690,145,37.2,2.0,3,0,0
2017,14996,15452,210,47.33915301245142,1.5,10,2,0
2017,10496,31394,34,56.91545768064144,1.0,5,4,0
2019,17080,7181,145,57.500804735140235,1.6616568048050626,6,0,0
2016,19543,52422,208,45.80065719684966,1.8917864534458588,5,0,0
2017,9521,48559,109,51.32532610302672,1.5,4,2,0
2018,16596,11350,145,43.83400858940634,1.2865905837346083,10,4,0
2014,10637,50163,154,51.1790989366155,2.0,13,0,0
2016,10072,19533,142,48.14286190992362,1.2467528856118468,4,4,0
2016,9674,27589,15,62.8819457625454,1.398611212503492,1,0,0
2018,14995,8396,145,48.05467727916889,1.134442233506481,5,4,0
2018,17998,15035,145,65.81156470869666,1.557247511203974,6,0,0
2017,18228,14538,145,55.1296517402884,1.882715354078981,15,0,0
2013,7659,30068,160,44.78612428088153,1.6,6,4,0
2016,8723,68562,46,54.88943425158139,1.2322781610263314,6,3,0
2019,17166,4681,148,49.75612485147855,1.0,5,4,0
2019,23689,2849,145,34.603824902300374,1.7435320753230252,8,2,0
2017,13582,9586,145,51.4,1.2021793493452275,7,2,0
2014,7920,42399,160,45.47594306636611,1.7196472231622706,2,2,0
2016,12261,44336,149,38.81941783803655,1.5219651715615796,13,3,0
2015,9030,22416,7,60.27242416687424,1.1978787820672487,3,2,0
2018,16999,16634,146,69.37891580274864,1.3925527467849046,6,0,0
2018,17998,19274,145,31.026338901128433,1.5,13,4,0
2015,13015,34081,210,41.93614324191567,1.5,13,4,0
2016,13782,11977,150,46.3,1.5,6,4,0
2019,16999,3789,145,63.97277978424474,1.985340631241596,5,0,0
2019,17956,105,145,48.4797784362448,1.0,5,4,0
2018,16698,10371,145,50.17127146598192,1.0287357708199591,5,3,0
2017,13176,22052,147,53.29988697631757,1.7777732927110148,3,1,0
2015,14530,18471,142,53.73744872835829,1.5,10,0,0
2015,8062,19596,147,47.30178963848237,1.6,4,4,0
2019,15396,3054,145,48.09508730639951,1.0,4,4,0
2019,36298,22,145,30.7,2.3,15,4,0
2019,17643,1930,145,58.07703019961396,1.2173698641047728,3,2,0
2015,15120,8391,218,40.17327701449882,1.4060344278810089,11,4,0
2018,14576,2577,145,54.3,1.0,5,4,0
2016,19535,18994,253,36.66186703991117,2.0,16,3,0
2018,18215,11093,154,41.3254132127091,1.0264525435289242,6,4,0
2016,16415,35206,151,57.85849758379066,2.0,13,0,0
2019,19621,797,145,52.69124550013998,1.339801447405257,6,1,0
2018,17778,11424,145,66.67167465460537,1.6013427976442953,6,0,0
2015,11229,48151,130,57.21566381193895,2.0,13,0,0
2018,23621,626,145,40.66691493773065,1.886676597509226,9,0,0
2018,12504,37127,145,54.32888278444473,1.0031394330918184,5,3,0
2015,8103,110142,125,58.65647001454527,2.0,13,0,0
2017,13008,5911,146,53.316994528429476,1.051737130082659,5,4,0
2018,16638,12878,145,39.764342424896526,1.4358876055370278,12,4,0
2017,12994,22283,149,57.56553395551564,1.9470449982347477,1,0,0
2018,17707,5380,147,65.99488840951965,1.7105018694323157,6,0,0
2019,40404,2016,145,22.1,5.0,15,4,0
2011,5984,90419,197,48.789195662827275,2.0,9,0,0
2019,18115,3386,145,64.2,2.0,6,0,0
2017,11279,23095,149,51.4,1.0,6,4,0
2016,11663,13281,27,58.819997174708774,1.4666654894619886,8,0,0
2016,15799,30256,235,38.2,1.5289457752235156,13,4,0
2017,23609,26723,145,48.08325981734576,2.0,3,0,0
2016,10868,32433,40,68.6875641551031,1.3596891038775776,5,1,0
2018,13352,13521,145,52.83765330319721,1.1409464022742362,4,2,0
2015,10678,21065,145,46.3,1.5,6,4,0
2019,19906,487,149,50.57866747161803,1.0,6,4,0
2017,14308,9369,136,49.81562200510702,1.0,6,4,0
2016,15496,24531,3,66.91027401074074,1.9933036771604937,13,1,0
2018,16995,7067,146,48.356055775358726,1.5,9,0,0
2018,25846,11413,142,47.9,2.0,5,0,0
2018,28966,11440,145,29.1572428335475,2.295257838492732,15,3,0
2017,10475,24294,64,57.50969533421543,1.3488799276321117,7,1,0
2017,19999,14298,145,42.47670523480029,1.6516562140000102,14,2,0
2019,19436,3,145,65.34161788044497,1.4548759880286861,5,0,0
2019,33306,10,145,37.2,2.0,3,0,0
2017,12377,30957,149,47.44358119540071,1.4285261752874552,5,4,0
2019,15650,14359,145,47.23698236075983,1.0,3,4,0
2015,10625,4885,26,63.41312554674609,1.5048274506334596,1,0,0
2017,14210,24655,145,58.12387453402534,1.558797383785959,13,0,0
2009,3719,88802,304,38.83077628281083,2.0,11,0,0
2014,6927,80140,160,44.72103991979016,1.5921039919790163,5,4,0
2019,18952,2130,145,66.69666264135675,1.5,6,0,0
2016,11287,10376,19,63.94435413208757,1.480334933237505,1,0,0
2019,20134,4053,145,66.02314489011896,1.7059443725614587,6,0,0
2018,26439,9450,145,44.947112912416024,2.0,18,0,0
2018,18229,3498,145,62.56942326422975,1.9594383896574563,6,0,0
2016,12081,20124,219,39.55887296011832,1.5,11,4,0
2017,21203,18636,149,53.03514509881161,2.0,11,0,0
2007,2732,66331,260,37.16497311323405,1.6,6,4,0
2017,16037,26920,184,47.20800302699986,1.779751646801238,13,1,0
2011,7995,27867,189,48.4872312624483,1.8936156312241474,7,1,0
2016,10640,29952,125,51.4,1.0,6,4,0
2019,16477,1360,145,48.013586298498645,1.0,4,4,0
2019,23952,588,145,43.7574396769659,2.0,8,0,0
2017,12302,17223,145,53.68523372036767,1.0,5,4,0
2016,17761,53641,144,51.60512845109387,2.0,18,0,0
2018,16347,5949,145,51.15642345532023,1.1520780917094877,3,2,0
2017,15721,24686,177,42.443176031638366,1.5,13,4,0
2016,9077,16806,0,57.7,1.0,5,4,0
2017,18936,33335,153,51.1241992077719,2.0,13,0,0
2016,9570,30712,8,58.053430050009645,1.1472625208373524,3,2,0
2013,9142,30147,171,44.09870824779075,1.6476805596290118,10,4,0
2010,4956,111390,206,46.27106806302316,2.0,17,0,0
2019,22889,294,145,49.50925639787131,1.5,7,0,0
2016,11995,12267,126,51.95720364980274,1.0,5,4,0
2016,12928,49869,150,42.642586601667574,1.6575385319740275,13,2,0
2017,18398,31632,145,51.87284253099086,2.0,7,0,0
2018,17199,2951,145,51.39729027812984,1.0,5,4,0
2019,19246,5580,145,69.30881656381199,1.7470882889201986,6,0,0
2019,17998,2639,145,65.5798917156734,1.7774368200526778,6,0,0
2017,13134,8813,140,47.51970853952747,1.3804207314188748,6,4,0
2017,12335,15351,145,47.93526514988162,1.3396798872665077,6,4,0
2017,18194,14605,145,56.93892610250356,1.825819933883536,13,0,0
2019,15974,535,145,48.77598619554463,1.0,5,4,0
2016,10780,27153,151,52.05672474673879,1.218731598963613,3,4,0
2019,17543,1233,145,63.900619213632964,1.4267374830524346,5,0,0
2016,25484,18715,236,38.16665391250471,2.1528797814789837,9,2,0
2016,16785,35276,148,53.63518174763365,2.0,11,0,0
2016,15903,11985,225,38.99477518694437,1.9397897585648203,14,4,0
2019,18903,1199,146,47.002475295452996,1.3819046441385519,5,4,0
2017,10410,38718,42,56.70876495680651,1.0,5,4,0
2016,15961,46116,145,52.68984958986992,2.0,17,0,0
2017,12620,21860,150,53.210010064045434,1.241334675206058,4,3,0
2014,10733,57611,232,40.77620758690958,1.579516544789399,14,3,0
2014,9551,10539,151,46.15103130700486,1.6,2,4,0
2019,17524,2018,145,47.928100359897016,1.0,4,4,0
2018,16440,5552,145,48.7,1.0,5,4,0
2016,11080,11205,0,57.7,1.0,5,4,0
2013,5995,89050,147,53.06809316763031,2.0,6,0,0
2019,17953,4998,149,40.53646270439869,1.4586256907641184,5,4,0
2017,17225,38186,145,54.3,2.0,13,0,0
2015,13318,42553,93,57.63398266517528,2.0,13,0,0
2017,16073,6053,145,54.71330982971201,1.4245323931884804,17,0,0
2018,17883,14841,179,56.10664577461287,1.5,8,1,0
2017,16184,19649,146,48.358249135926414,1.6872762703119168,13,2,0
2017,10497,31115,82,55.832406748395385,1.0,5,4,0
2017,20889,22010,148,31.97658747866435,1.528893120670543,12,3,0
2019,17635,1036,145,44.92094386846629,1.0,2,4,0
2017,20516,8994,145,52.991983045632445,1.9740472826514375,13,0,0
2016,13371,13708,136,53.727100684111846,1.2237596811646003,7,2,0
2016,10570,12635,132,53.883709763628474,1.0,5,4,0
2017,13362,9696,145,51.4,1.0444870916647895,6,3,0
2019,42206,3194,145,22.1,5.0,15,4,0
2013,8353,60003,196,47.23570191189842,2.0,8,0,0
2015,12845,30500,201,44.14099853456912,1.6526186987069342,13,2,0
2017,12032,20044,126,51.06934682470766,1.0324169779698371,6,4,0
2019,17653,117,145,45.87626169557333,1.0,2,4,0
2045,6141,54277,203,42.975880956292094,1.4,5,4,0
2014,11004,49683,197,45.19571351739725,1.9726833457700845,13,0,0
2017,20143,30039,161,49.31769585899877,2.0,3,0,0
2019,19038,3206,148,46.22942649568143,1.3987705227536553,6,2,0
2019,20620,3878,145,70.55004094870824,1.5,6,0,0
2018,17213,8583,145,38.72587662691805,1.5,10,4,0
2016,10685,4935,20,64.2,1.5,1,0,0
2019,22109,251,145,45.67083392441773,1.1110132881592083,7,4,0
2017,11278,12682,3,57.7,1.0,5,4,0
2016,12867,3161,40,54.40226587117061,1.1533829827362505,5,4,0
2016,20164,18057,145,45.124061337819285,1.8315507356295608,9,1,0
2018,10500,30628,150,54.3,1.0,5,4,0
2014,9458,30262,172,44.18216066201024,1.6305105845920869,6,4,0
2015,13555,34875,147,52.3,2.0,13,0,0
2019,20595,1570,145,67.60061331481654,1.8316528061972006,6,0,0
2016,12995,2487,64,54.91726696762042,1.0,5,4,0
2011,5473,100841,290,42.83373668047391,2.1065670890074095,15,1,0
2018,19991,8336,145,57.778408739046334,1.9092995584611063,7,0,0
2040,6027,54105,203,43.0329251072862,1.4,5,4,0
2017,18366,19968,145,50.87086367161614,1.9047242447744095,9,0,0
2019,16940,3825,145,53.526877033478605,1.1297547589644785,5,2,0
2016,12410,63334,1,67.12695131304437,2.0,14,1,0
2017,10121,34052,104,48.745883830393666,1.0411762987914344,2,4,0
2019,17584,1208,145,60.67910678566449,1.3573083358979416,4,1,0
2018,29198,1661,145,61.051226028138714,2.0,5,0,0
2017,12042,5772,99,55.355262127013795,1.0,5,4,0
2016,11082,4903,20,64.2,1.5,1,0,0
2016,9705,27524,30,62.51052740165102,1.508405336310194,0,0,0
2016,11177,3926,146,46.50956251687571,1.6,3,4,0
2015,9250,23949,53,53.54169297344701,1.1934096291419996,5,4,0
2017,11464,20977,142,51.4,1.0,6,4,0
2018,23965,14225,145,45.385089378758536,2.0,7,0,0
2017,18489,10165,145,53.1570765477271,1.9805209875516567,17,0,0
2019,18242,1963,145,45.304896921114675,1.290243003756444,6,4,0
2013,6922,53025,163,45.01718780160115,1.6582341461334065,5,3,0
2016,15962,30247,222,41.36746946581495,1.5682644281425635,12,3,0
2012,5373,78532,164,42.88479144442686,1.4130448376041322,5,4,0
2019,17632,173,145,45.924015532494735,1.0,2,4,0
2016,14999,16627,193,42.17313449568162,1.5,9,4,0
2015,13540,42345,146,53.19569541636786,1.8958493701897836,12,0,0
2017,11495,5000,145,44.1,1.6,0,4,0
2016,8628,37403,42,61.50079211600085,1.3945621920312832,2,0,0
2018,17161,18138,150,38.2,1.5,13,4,0
2018,26843,12882,139,42.91051346139327,2.0,8,1,0
2016,12996,1170,69,59.30287078451057,1.308705890019944,2,1,0
2017,18908,24736,145,48.03106132515349,2.0,15,0,0
2017,21500,18054,147,51.09801773449817,2.0,7,0,0
2017,12107,25831,130,52.08069870237131,1.0,5,4,0
2018,17948,4905,171,39.4040603484127,1.5,7,4,0
2006,1996,88543,274,36.211002984056194,1.7086660035430692,4,4,0
2019,20292,6470,145,48.93560275410865,2.0,8,0,0
2018,16656,12752,145,39.38606661519126,1.320292937092233,10,4,0
2014,7958,30179,110,48.7736104786749,1.4151809079686095,5,4,0
2019,17295,863,145,45.586080943829906,1.0,2,4,0
2017,26346,19854,145,45.76917284463504,2.2619869453317576,4,0,0
2016,10714,3236,104,50.65933723435157,1.4310609856519447,5,4,0
2017,12889,6506,149,47.45335967359925,1.1598256828718907,7,4,0
2019,18910,1525,147,42.7786426300053,1.2064620890616713,3,4,0
2016,13295,6622,155,45.99622198767824,1.3466382067079181,11,4,0
2017,17495,5084,220,43.221660947108745,1.5,11,3,0
2016,9858,26031,30,59.389026418348514,1.5461345677687275,8,0,0
2017,10478,8336,145,54.3,1.0,5,4,0
2019,20357,6101,145,59.961901627578975,1.689126246711882,8,0,0
2015,11574,79795,140,54.32908266708537,2.0,13,0,0
2018,17500,4168,145,49.20696792101507,1.1387994986699321,8,4,0
2017,16006,46193,145,54.3,2.0,13,0,0
2019,17677,1823,145,73.89620064139729,1.5,6,0,0
2017,15786,21319,163,38.2,1.5,13,4,0
2016,11689,10553,99,49.70215292756437,1.3719928870900295,5,4,0
2016,10579,9842,148,59.68394898608292,1.5224679154921248,0,0,0
2019,18586,9523,145,69.13576967108976,1.3919617086002043,6,0,0
2016,9971,19247,147,47.321840151619064,1.5813496823102926,4,4,0
2017,18921,15032,197,45.35722058715767,1.7222739312781887,13,2,0
2015,9128,16922,117,48.23562055444389,1.4402036951421446,5,4,0
2015,9550,89606,141,54.995756422322685,2.0,13,0,0
2019,17347,1111,145,45.6,1.0,2,4,0
2017,14688,3362,230,38.91645218753572,1.4777499320641083,12,4,0
2009,4059,77106,214,40.168400003814824,1.5031999998503989,5,4,0
2016,13366,8723,147,46.3,1.5,6,4,0
2017,15333,53825,229,39.67515790067617,1.5558771932074307,13,3,0
2016,9010,26850,144,44.556856888242294,1.5798445490481343,0,4,0
2017,10325,38867,19,57.23308610736506,1.0,5,4,0
2017,14995,14857,137,52.770260924648184,1.3990451886909985,8,2,0
2017,14995,14753,131,55.74743588305293,1.6909250865738166,11,1,0
2012,9666,56448,500,31.119248946790666,2.372628460726347,13,3,0
2018,11240,37304,145,54.3,1.0,5,4,0
2015,12439,46882,125,57.88348361402602,2.0,14,0,0
2016,14275,45058,130,55.962608906171724,1.6385632812670168,10,0,0
2019,32886,5315,142,128.93418923866201,3.5216742955880256,13,2,0
2016,11925,12825,66,59.761958260294946,1.5,6,1,0
2017,13397,37265,152,57.25017409191366,1.5,13,0,0
2016,11499,7099,6,59.806281954456814,1.16202168880437,3,2,0
2017,14483,29395,158,44.54263333610884,2.0,14,0,0
2017,12846,7308,147,50.24432240395777,1.2534798497526396,5,4,0
2012,7450,55458,169,45.921104723937646,1.8355029847354851,7,1,0
2019,17133,6263,145,51.23925185504618,1.0,6,4,0
2013,8135,42231,178,45.50387382978902,1.7871831773052025,8,2,0
2007,2693,67054,260,37.08854117388682,1.6,6,4,0
2006,2792,70574,273,35.35560191002834,1.7493775655524069,7,4,0
2018,17999,3892,145,56.505850555546324,1.763983145875654,6,1,0
2016,11926,12666,101,58.804669286651816,1.1732565110250701,5,2,0
2017,12178,25404,148,51.24475433625023,1.1909528539843606,5,4,0
2016,11035,18467,36,58.726614864265834,1.5361219032779512,9,0,0
2015,8055,20029,160,44.1,1.6,0,4,0
2019,18977,1034,145,46.76618557510028,1.3888417230490475,6,4,0
2019,24863,2273,137,43.818638887292906,1.8792496712216837,13,2,0
2018,17109,8573,146,46.7181851490556,1.5,7,2,0
2019,19165,5019,145,51.91043068204492,1.5,6,1,0
2018,15876,5307,146,60.61634757267435,1.3022588039252767,6,1,0
2016,23441,23512,158,47.208583868000034,2.0,3,0,0
2016,20360,51888,193,48.293140806400416,2.0,4,0,0
2020,19990,5355,145,65.27273698001653,1.3028981873366057,6,1,0
2019,16561,12270,145,46.02828670828009,1.0,6,4,0
2016,13266,44820,145,54.281710931332164,2.0,13,0,0
2018,16354,18370,146,69.69958944599459,1.63856658295197,8,0,0
2015,11793,40010,150,52.3,2.0,13,0,0
2017,17002,27729,165,52.24209099608446,1.8836636884176081,13,2,0
2018,15893,9654,147,53.94560013985199,1.2447692442165375,7,2,0
2019,19965,5588,145,73.7998644028281,1.5247591879788065,6,0,0
2014,9398,7895,73,52.75066527958976,1.3030204930863412,5,4,0
2019,16498,3212,145,45.664248171184745,1.0,2,4,0
2017,14499,22594,160,49.09176995500715,1.1748659124994583,7,4,0
2019,22807,6943,145,64.37416369670808,1.6879893239259833,8,0,0
2018,11558,37248,145,54.3,1.0,5,4,0
2019,16824,3974,145,66.9170973850765,1.5617584862779834,6,0,0
2018,12996,11178,140,63.851505900086636,1.10156560988535,8,3,0
2019,20994,3694,140,60.85223716435391,1.7472015227140827,9,1,0
2018,17219,3827,145,55.12097115062856,1.7806997862470666,9,1,0
2019,32997,10,140,115.52744107005294,2.237932688548156,7,0,0
2017,12421,27298,92,53.907793699837065,1.5,6,2,0
2011,5422,77113,155,49.471288652368536,1.7812164944210593,5,1,0
2017,11718,22182,145,51.4,1.0,6,4,0
2007,3229,53860,286,36.086882077565065,1.916220088642466,5,4,0
2017,15998,5914,145,60.475085780402935,1.5,14,0,0
2013,8992,56103,260,36.7,1.6,13,4,0
2015,9315,24071,57,58.25485453951289,1.4623787829274089,3,2,0
2017,11650,22626,69,56.11404780224754,0.4664565287507233,5,4,0
2018,13996,5864,147,48.7,1.0,5,4,0
2014,6926,99098,108,54.64927446647966,2.0,14,0,0
2017,13523,19208,171,44.02788385368645,1.5,7,4,0
2015,9116,7801,158,45.414217475348316,1.6,5,4,0
2016,20304,24016,185,49.20667021173322,2.0,4,0,0
2016,10129,19731,53,57.057471223425686,1.377164748228379,8,0,0
2017,14995,17147,149,47.65945183932219,1.5849657399576371,7,3,0
2016,9762,16289,0,57.7,1.0,5,4,0
2019,15953,2888,145,50.71806764372858,1.0,5,4,0
2017,16967,15496,145,57.995731896280326,1.5,13,0,0
2019,18485,10929,146,64.89945366442386,1.3566989887869492,6,1,0
2019,16878,370,147,49.51489895737297,1.2249941929524697,3,2,0
2016,10258,38871,5,58.8716715571096,1.1802571626322458,5,3,0
2019,21527,3821,142,41.545160785090054,1.6484278977905096,8,4,0
2017,15294,8810,182,42.68401692730946,1.1970258832899017,6,4,0
2015,10363,49730,177,47.96911915278729,1.5915311805539147,10,1,0
2016,11499,10723,160,44.8,1.5933080042969583,5,4,0
2019,17557,1016,145,45.31272895846038,1.0,2,4,0
2019,16592,12543,145,42.01322657990103,1.0,6,4,0
2018,16718,14083,146,67.86905878320195,1.3654614808201244,6,1,0
2019,17771,2043,145,48.92450910538521,1.0,4,4,0
2017,13722,19256,202,41.43319401883963,1.5,10,4,0
2016,15698,35979,235,38.2,1.9725051728430065,13,4,0
2016,10192,53753,32,64.07769751921593,2.0,6,0,0
2017,13999,14768,230,38.74605096541675,1.473997573075393,12,4,0
2019,19037,2937,145,51.249804253760516,1.07509787311974,6,3,0
2019,18112,5529,145,59.64740176701975,1.8867512877368098,9,0,0
2019,20390,5860,145,65.84951776947699,1.3154916543553927,6,1,0
2019,18756,3107,145,60.07170975662434,1.8070892409637542,6,0,0
2012,6633,41477,185,42.55562402876902,1.6,1,4,0
2019,21979,5999,145,38.388048160777444,1.632308378358653,11,2,0
2019,18450,2936,145,70.4651128446015,1.689845898782104,6,0,0
2017,13468,42037,97,52.6968162028966,2.0,14,0,0
2019,19143,3392,145,53.15714816135285,1.4503107896240368,6,0,0
2016,10699,13567,34,57.404849372052915,1.0,5,4,0
2017,21355,27199,147,40.47398052017922,2.0,11,0,0
2016,10891,8000,55,59.870383406518364,1.3308743518171235,2,1,0
2019,16498,6009,145,47.93368998719012,1.0,4,4,0
2014,8254,8547,160,44.50899305315303,1.6,3,4,0
2018,24799,16114,145,53.223926636004045,2.000931510579542,8,0,0
2016,20560,23860,194,48.004367557656145,2.0,3,0,0
2016,10706,54120,90,60.03287960731386,2.0,11,0,0
2019,33925,13,145,37.2,2.0,3,0,0
2017,16269,16739,145,58.69913732346275,1.7866954225512417,12,0,0
2017,17935,33366,146,53.75825766228893,2.0,14,0,0
2015,9962,22964,19,63.959959465251224,1.4815353434808631,1,0,0
2018,31235,5952,145,25.880420303997333,4.478740079416642,12,3,0
2017,17389,14159,228,42.506467535221006,1.5,12,3,0
2018,18209,13013,145,49.473593909863624,1.185281218027275,6,4,0
2017,17949,14552,145,72.27245582196288,1.550688604450928,6,0,0
2019,21983,1963,149,63.69568858643973,1.9928769574355893,6,0,0
2019,43213,816,145,22.1,5.0,15,4,0
2019,25717,4356,139,43.4272593950632,1.7790199534664002,10,2,0
2016,14997,6658,144,41.99239914532387,1.5,14,3,0
2016,15666,35704,235,38.23216747005579,1.532167470055792,13,4,0
2019,18951,4165,145,48.458427572335864,1.4202246325234475,6,4,0
2018,17538,8607,145,44.978314631996525,1.1155677147363852,2,4,0
2017,11216,32410,87,62.18419499761273,1.1971048749403184,5,2,0
2017,10450,31961,136,53.00518585872307,1.0,5,4,0
2017,15307,6690,145,48.20218127610962,1.09007453786436,7,4,0
2018,18058,2516,145,61.586914879538526,1.6472444618675637,8,0,0
2017,15688,13379,130,56.735641771859584,1.745369620218775,11,1,0
2015,9141,17054,105,49.21903267977456,1.3944635962895557,5,4,0
2017,12003,24775,143,46.71322655512439,1.459487592634863,6,4,0
2017,18351,39632,145,54.05237826929187,2.0,16,0,0
2014,9641,51236,226,41.78732802790031,1.4265683626852168,10,4,0
2019,19342,1584,148,54.10970277996895,1.2116955296850742,6,3,0
